# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 37,857,536 ; IPv6: 0
# Total output prefixes: 2623
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES
156.59.56.0/22       # Zenlayer IP Block @Jakarta
156.59.76.0/22       # Zenlayer IP Block @Jakarta

# --- ISP: Zenlayer IP Block @Japan | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
156.59.24.0/21       # Zenlayer IP Block @Japan

# --- ISP: Zenlayer IP Block @KR | prefixes: 2 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
156.59.40.0/21       # Zenlayer IP Block @KR
156.59.48.0/23       # Zenlayer IP Block @KR

# --- ISP: Zenlayer IP Block @Kuala Lumpur | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.62.0/23       # Zenlayer IP Block @Kuala Lumpur

# --- ISP: Zenlayer IP Block @KUL | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.240.0/23     # Zenlayer IP Block @KUL

# --- ISP: Zenlayer IP Block @MAA | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
129.227.104.0/21     # Zenlayer IP Block @MAA
129.227.188.0/23     # Zenlayer IP Block @MAA
129.227.242.0/23     # Zenlayer IP Block @MAA

# --- ISP: Zenlayer IP Block @Malaysia | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
156.59.88.0/23       # Zenlayer IP Block @Malaysia
156.59.164.0/22      # Zenlayer IP Block @Malaysia

# --- ISP: Zenlayer IP Block @Manila | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.60.0/23       # Zenlayer IP Block @Manila

# --- ISP: Zenlayer IP Block @MNL | prefixes: 4 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
129.227.96.0/23      # Zenlayer IP Block @MNL
129.227.102.0/23     # Zenlayer IP Block @MNL
129.227.116.0/22     # Zenlayer IP Block @MNL
129.227.176.0/23     # Zenlayer IP Block @MNL

# --- ISP: Zenlayer IP Block @SAO | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
129.227.120.0/21     # Zenlayer IP Block @SAO

# --- ISP: Zenlayer IP Block @SEL | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.246.0/23     # Zenlayer IP Block @SEL

# --- ISP: Zenlayer IP Block @Taiwan | prefixes: 2 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
129.227.48.0/22      # Zenlayer IP Block @Taiwan
156.59.32.0/21       # Zenlayer IP Block @Taiwan

# --- ISP: Zenlayer IP Block @TH | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.50.0/23       # Zenlayer IP Block @TH

# --- ISP: Zenlayer IP Block @TYO | prefixes: 4 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
129.227.112.0/22     # Zenlayer IP Block @TYO
129.227.180.0/22     # Zenlayer IP Block @TYO
129.227.232.0/21     # Zenlayer IP Block @TYO
129.227.248.0/22     # Zenlayer IP Block @TYO

# --- ISP: Zenlayer IP Block@ CCU | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
122.10.198.0/23      # Zenlayer IP Block@ CCU

# --- ISP: Zenlayer IP Block@ Yangon | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
122.10.248.0/23      # Zenlayer IP Block@ Yangon

# --- ISP: Zenlayer Japan | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
129.227.52.0/22      # Zenlayer Japan

# --- ISP: Zenlayer Singapore network | prefixes: 3 | IPv4 addrs: 16,384 | IPv6 addrs: 0 ---
129.227.0.0/20       # Zenlayer Singapore network
129.227.32.0/20      # Zenlayer Singapore network
129.227.64.0/19      # Zenlayer Singapore network

# --- ISP: Zenu Software LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
154.16.212.0/24      # Zenu Software LLC

# --- ISP: ZGX PTY LTD | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.17.32.0/21        # ZGX PTY LTD

# --- ISP: ZMMOBI PTE.LTD | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.45.56.0/22       # ZMMOBI PTE.LTD
